predictions,label_code,lable_name
"[np.float32(0.99999005), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.99999374), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.99996746), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99998146), np.float32(-1.0), np.float32(-0.9999942), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.9999905), np.float32(-0.99997276), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999949), np.float32(1.0), np.float32(-0.99998534), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.999988), np.float32(1.0), np.float32(-1.0), np.float32(0.99998415), np.float32(-0.99998003), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99999017), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999766), np.float32(-1.0), np.float32(-0.999979), np.float32(-1.0), np.float32(-0.9999863), np.float32(1.0), np.float32(-0.99999356), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.9999937), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.99997497)]",2,Bent
"[np.float32(0.99963224), np.float32(-0.99999666), np.float32(-0.9999955), np.float32(-0.999998), np.float32(0.9999968), np.float32(0.99999833), np.float32(0.99999934), np.float32(-0.9999342), np.float32(0.9999919), np.float32(0.9999985), np.float32(-0.9999998), np.float32(0.9999082), np.float32(-0.99999785), np.float32(-0.9999963), np.float32(-0.999996), np.float32(0.99985677), np.float32(-0.9999965), np.float32(-0.99990857), np.float32(-0.99999833), np.float32(0.9999979), np.float32(0.99999136), np.float32(0.99994165), np.float32(-0.99990654), np.float32(-0.99999493), np.float32(0.99999726), np.float32(-0.99999744), np.float32(0.99999845), np.float32(0.9999988), np.float32(-0.99994195), np.float32(0.9999957), np.float32(-0.9999155), np.float32(0.9999989), np.float32(0.99999774), np.float32(0.9999961), np.float32(0.99991906), np.float32(0.9999921), np.float32(-0.9999968), np.float32(0.99991375), np.float32(-0.9999245), np.float32(-0.99999917), np.float32(-0.9999987), np.float32(-0.9999937), np.float32(-0.9999888), np.float32(0.9998988), np.float32(0.9999939), np.float32(0.9999951), np.float32(0.99999857), np.float32(-0.999996), np.float32(0.99999905), np.float32(-0.99999785), np.float32(0.99989223), np.float32(-0.99999666), np.float32(-0.9998688), np.float32(-0.9999891), np.float32(-0.9999517), np.float32(0.999999), np.float32(-0.9999002), np.float32(0.99999845), np.float32(-0.99999887), np.float32(0.9999985), np.float32(-0.99999243), np.float32(0.9999964), np.float32(0.9999917), np.float32(0.9999252), np.float32(0.99999756), np.float32(1.0), np.float32(0.99999815), np.float32(-0.99999404), np.float32(-0.99999845), np.float32(-0.9999988), np.float32(0.9999984), np.float32(0.9993799)]",2,Bent
"[np.float32(0.9998776), np.float32(-0.99999964), np.float32(-0.9999995), np.float32(-0.99999976), np.float32(0.9999999), np.float32(1.0), np.float32(0.99999994), np.float32(-0.9999429), np.float32(1.0), np.float32(0.9999996), np.float32(-1.0), np.float32(0.99995434), np.float32(-0.99999994), np.float32(-0.99999976), np.float32(-1.0), np.float32(0.9999208), np.float32(-1.0), np.float32(-0.99997693), np.float32(-1.0), np.float32(0.9999998), np.float32(0.9999991), np.float32(0.99997294), np.float32(-0.9999503), np.float32(-0.99999946), np.float32(1.0), np.float32(-0.99999994), np.float32(0.9999998), np.float32(1.0), np.float32(-0.99996006), np.float32(0.9999993), np.float32(-0.9999757), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.999954), np.float32(0.9999993), np.float32(-0.99999946), np.float32(0.99996597), np.float32(-0.9999328), np.float32(-1.0), np.float32(-1.0), np.float32(-0.999999), np.float32(-0.9999997), np.float32(0.99997693), np.float32(0.99999934), np.float32(0.9999996), np.float32(1.0), np.float32(-0.9999993), np.float32(1.0), np.float32(-0.99999964), np.float32(0.99996316), np.float32(-0.9999996), np.float32(-0.99993014), np.float32(-0.9999997), np.float32(-0.9999832), np.float32(0.9999998), np.float32(-0.9999718), np.float32(1.0), np.float32(-0.9999999), np.float32(1.0), np.float32(-0.9999982), np.float32(0.9999999), np.float32(0.99999887), np.float32(0.9999672), np.float32(0.99999994), np.float32(1.0), np.float32(1.0), np.float32(-0.99999905), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.99979526)]",2,Bent
"[np.float32(0.9996942), np.float32(-0.9999986), np.float32(-0.99999845), np.float32(-0.99999917), np.float32(0.9999987), np.float32(0.9999992), np.float32(0.9999997), np.float32(-0.99995565), np.float32(0.9999956), np.float32(0.99999946), np.float32(-0.9999999), np.float32(0.99991727), np.float32(-0.99999887), np.float32(-0.9999986), np.float32(-0.9999977), np.float32(0.9998846), np.float32(-0.99999845), np.float32(-0.9999177), np.float32(-0.999999), np.float32(0.99999917), np.float32(0.9999955), np.float32(0.99994916), np.float32(-0.99992526), np.float32(-0.9999978), np.float32(0.9999986), np.float32(-0.9999987), np.float32(0.99999946), np.float32(0.9999992), np.float32(-0.9999533), np.float32(0.9999982), np.float32(-0.9999133), np.float32(0.9999994), np.float32(0.99999875), np.float32(0.99999774), np.float32(0.9999383), np.float32(0.9999968), np.float32(-0.9999989), np.float32(0.99992734), np.float32(-0.9999433), np.float32(-0.9999996), np.float32(-0.99999934), np.float32(-0.99999756), np.float32(-0.9999945), np.float32(0.99991745), np.float32(0.999998), np.float32(0.9999981), np.float32(0.9999994), np.float32(-0.99999845), np.float32(0.9999995), np.float32(-0.9999989), np.float32(0.99991196), np.float32(-0.999999), np.float32(-0.99987763), np.float32(-0.9999961), np.float32(-0.9999508), np.float32(0.99999964), np.float32(-0.9999222), np.float32(0.9999991), np.float32(-0.9999995), np.float32(0.99999917), np.float32(-0.99999684), np.float32(0.99999845), np.float32(0.99999696), np.float32(0.99993956), np.float32(0.99999875), np.float32(1.0), np.float32(0.999999), np.float32(-0.99999756), np.float32(-0.9999993), np.float32(-0.99999946), np.float32(0.99999905), np.float32(0.99949944)]",2,Bent
"[np.float32(0.9998883), np.float32(-0.9999999), np.float32(-0.9999999), np.float32(-0.99999994), np.float32(0.99999994), np.float32(1.0), np.float32(1.0), np.float32(-0.99996233), np.float32(0.9999999), np.float32(0.99999994), np.float32(-1.0), np.float32(0.9999483), np.float32(-0.99999994), np.float32(-0.9999999), np.float32(-0.99999994), np.float32(0.9999242), np.float32(-1.0), np.float32(-0.999954), np.float32(-1.0), np.float32(0.99999994), np.float32(0.9999997), np.float32(0.99996555), np.float32(-0.99994886), np.float32(-0.99999976), np.float32(1.0), np.float32(-0.99999994), np.float32(0.99999994), np.float32(1.0), np.float32(-0.9999641), np.float32(0.9999998), np.float32(-0.99995005), np.float32(1.0), np.float32(1.0), np.float32(0.99999994), np.float32(0.99994993), np.float32(0.99999976), np.float32(-0.9999999), np.float32(0.99995315), np.float32(-0.99995565), np.float32(-1.0), np.float32(-1.0), np.float32(-0.9999998), np.float32(-0.99999976), np.float32(0.9999565), np.float32(0.9999998), np.float32(0.9999998), np.float32(1.0), np.float32(-0.99999976), np.float32(1.0), np.float32(-0.99999994), np.float32(0.99994856), np.float32(-0.9999999), np.float32(-0.99989825), np.float32(-0.9999999), np.float32(-0.99996954), np.float32(1.0), np.float32(-0.9999575), np.float32(1.0), np.float32(-0.99999994), np.float32(1.0), np.float32(-0.9999996), np.float32(0.99999994), np.float32(0.99999964), np.float32(0.9999655), np.float32(0.99999994), np.float32(1.0), np.float32(1.0), np.float32(-0.9999998), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.9997707)]",2,Bent
"[np.float32(0.99993074), np.float32(-0.99999976), np.float32(-0.9999997), np.float32(-0.9999999), np.float32(0.9999999), np.float32(0.99999994), np.float32(0.99999994), np.float32(-0.99995244), np.float32(0.9999997), np.float32(0.9999999), np.float32(-1.0), np.float32(0.9999433), np.float32(-0.99999994), np.float32(-0.9999998), np.float32(-0.9999999), np.float32(0.9999152), np.float32(-0.9999999), np.float32(-0.999936), np.float32(-0.99999994), np.float32(0.9999999), np.float32(0.99999934), np.float32(0.9999661), np.float32(-0.9999414), np.float32(-0.9999996), np.float32(0.99999994), np.float32(-0.99999994), np.float32(0.99999994), np.float32(0.99999994), np.float32(-0.99996555), np.float32(0.9999996), np.float32(-0.99995), np.float32(1.0), np.float32(0.99999994), np.float32(0.9999999), np.float32(0.99994797), np.float32(0.99999946), np.float32(-0.99999976), np.float32(0.9999536), np.float32(-0.99994946), np.float32(-1.0), np.float32(-0.99999994), np.float32(-0.9999996), np.float32(-0.99999946), np.float32(0.99995184), np.float32(0.9999996), np.float32(0.99999964), np.float32(1.0), np.float32(-0.9999997), np.float32(1.0), np.float32(-0.9999998), np.float32(0.99992645), np.float32(-0.9999998), np.float32(-0.9999311), np.float32(-0.99999964), np.float32(-0.9999753), np.float32(0.99999994), np.float32(-0.99995035), np.float32(0.99999994), np.float32(-0.99999994), np.float32(1.0), np.float32(-0.9999992), np.float32(0.9999999), np.float32(0.99999934), np.float32(0.9999608), np.float32(0.99999994), np.float32(1.0), np.float32(0.99999994), np.float32(-0.9999995), np.float32(-0.99999994), np.float32(-1.0), np.float32(0.99999994), np.float32(0.99986404)]",2,Bent
"[np.float32(0.9999812), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999909), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999822), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.9999732), np.float32(-1.0), np.float32(-0.9999916), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99998623), np.float32(-0.9999677), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.99998826), np.float32(1.0), np.float32(-0.9999789), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.9999824), np.float32(1.0), np.float32(-1.0), np.float32(0.9999855), np.float32(-0.99997854), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.9999911), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.99997956), np.float32(-1.0), np.float32(-0.999971), np.float32(-1.0), np.float32(-0.9999867), np.float32(1.0), np.float32(-0.99999064), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.9999911), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.99995667)]",2,Bent
"[np.float32(0.9999725), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999776), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999646), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99996424), np.float32(-1.0), np.float32(-0.99997115), np.float32(-1.0), np.float32(1.0), np.float32(0.99999994), np.float32(0.999981), np.float32(-0.9999655), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999771), np.float32(1.0), np.float32(-0.9999649), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.9999673), np.float32(0.99999994), np.float32(-1.0), np.float32(0.9999745), np.float32(-0.99996424), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99997944), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.999955), np.float32(-1.0), np.float32(-0.9999535), np.float32(-1.0), np.float32(-0.9999827), np.float32(1.0), np.float32(-0.9999797), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-0.99999994), np.float32(1.0), np.float32(0.99999994), np.float32(0.9999799), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.9999437)]",2,Bent
"[np.float32(0.99999934), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999966), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999897), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99999595), np.float32(-1.0), np.float32(-0.99999726), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99999744), np.float32(-0.9999933), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999982), np.float32(1.0), np.float32(-0.9999953), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.999995), np.float32(1.0), np.float32(-1.0), np.float32(0.99999624), np.float32(-0.9999909), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.9999983), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999903), np.float32(-1.0), np.float32(-0.9999938), np.float32(-1.0), np.float32(-0.9999972), np.float32(1.0), np.float32(-0.9999986), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99999774), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.99999845)]",2,Bent
"[np.float32(0.9999842), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.99999183), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999832), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99998206), np.float32(-1.0), np.float32(-0.99999213), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.9999895), np.float32(-0.99997735), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999916), np.float32(1.0), np.float32(-0.9999799), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99998385), np.float32(1.0), np.float32(-1.0), np.float32(0.99998945), np.float32(-0.9999797), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99999213), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999828), np.float32(-1.0), np.float32(-0.99997157), np.float32(-1.0), np.float32(-0.99998814), np.float32(1.0), np.float32(-0.99999136), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99999243), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.99996156)]",2,Bent
"[np.float32(0.99979424), np.float32(-0.9999984), np.float32(-0.9999974), np.float32(-0.99999887), np.float32(0.9999992), np.float32(0.99999994), np.float32(0.9999996), np.float32(-0.9999302), np.float32(0.9999997), np.float32(0.99999887), np.float32(-1.0), np.float32(0.99993587), np.float32(-0.99999964), np.float32(-0.99999875), np.float32(-0.9999999), np.float32(0.99986523), np.float32(-0.9999999), np.float32(-0.9999386), np.float32(-0.99999994), np.float32(0.99999905), np.float32(0.999996), np.float32(0.99995923), np.float32(-0.9999317), np.float32(-0.99999714), np.float32(0.99999994), np.float32(-0.9999996), np.float32(0.9999992), np.float32(0.99999994), np.float32(-0.99994177), np.float32(0.99999744), np.float32(-0.999957), np.float32(1.0), np.float32(0.99999994), np.float32(0.99999994), np.float32(0.9999305), np.float32(0.99999636), np.float32(-0.9999971), np.float32(0.9999414), np.float32(-0.9999204), np.float32(-1.0), np.float32(-0.99999994), np.float32(-0.9999962), np.float32(-0.9999977), np.float32(0.999949), np.float32(0.999997), np.float32(0.9999978), np.float32(0.99999994), np.float32(-0.9999981), np.float32(1.0), np.float32(-0.99999845), np.float32(0.9999316), np.float32(-0.99999815), np.float32(-0.99989724), np.float32(-0.9999974), np.float32(-0.99997663), np.float32(0.9999993), np.float32(-0.9999354), np.float32(0.99999994), np.float32(-0.9999996), np.float32(1.0), np.float32(-0.9999939), np.float32(0.99999905), np.float32(0.9999956), np.float32(0.99994165), np.float32(0.9999997), np.float32(1.0), np.float32(0.99999994), np.float32(-0.9999967), np.float32(-0.99999994), np.float32(-0.99999994), np.float32(0.99999994), np.float32(0.99968153)]",2,Bent
"[np.float32(0.9996271), np.float32(-0.9999959), np.float32(-0.99999356), np.float32(-0.99999696), np.float32(0.999997), np.float32(0.99999976), np.float32(0.9999991), np.float32(-0.9999297), np.float32(0.9999987), np.float32(0.9999967), np.float32(-1.0), np.float32(0.99993354), np.float32(-0.99999785), np.float32(-0.9999966), np.float32(-0.99999934), np.float32(0.9998398), np.float32(-0.9999995), np.float32(-0.999941), np.float32(-0.9999997), np.float32(0.99999696), np.float32(0.999988), np.float32(0.99995005), np.float32(-0.9999229), np.float32(-0.9999909), np.float32(0.9999995), np.float32(-0.99999774), np.float32(0.9999978), np.float32(0.99999976), np.float32(-0.9999241), np.float32(0.9999948), np.float32(-0.99993277), np.float32(0.9999998), np.float32(0.9999997), np.float32(0.9999996), np.float32(0.99991906), np.float32(0.9999905), np.float32(-0.99999297), np.float32(0.9999315), np.float32(-0.9999232), np.float32(-0.9999999), np.float32(-0.9999997), np.float32(-0.9999897), np.float32(-0.9999913), np.float32(0.99993664), np.float32(0.99999326), np.float32(0.9999938), np.float32(0.99999976), np.float32(-0.9999945), np.float32(0.9999999), np.float32(-0.9999949), np.float32(0.99992317), np.float32(-0.99999464), np.float32(-0.999868), np.float32(-0.9999912), np.float32(-0.9999635), np.float32(0.9999976), np.float32(-0.9999195), np.float32(0.99999976), np.float32(-0.99999857), np.float32(0.9999998), np.float32(-0.99998677), np.float32(0.9999959), np.float32(0.99998784), np.float32(0.99992913), np.float32(0.9999982), np.float32(1.0), np.float32(0.9999997), np.float32(-0.999992), np.float32(-0.9999997), np.float32(-0.9999998), np.float32(0.99999976), np.float32(0.99945015)]",2,Bent
"[np.float32(0.99985856), np.float32(-0.99999976), np.float32(-0.9999997), np.float32(-0.9999998), np.float32(0.99999976), np.float32(0.9999999), np.float32(0.99999994), np.float32(-0.99997294), np.float32(0.9999991), np.float32(0.99999994), np.float32(-1.0), np.float32(0.9999391), np.float32(-0.9999998), np.float32(-0.9999997), np.float32(-0.9999996), np.float32(0.9999413), np.float32(-0.9999997), np.float32(-0.9999409), np.float32(-0.9999999), np.float32(0.9999998), np.float32(0.99999905), np.float32(0.99996525), np.float32(-0.9999408), np.float32(-0.99999946), np.float32(0.99999976), np.float32(-0.99999976), np.float32(0.9999999), np.float32(0.9999999), np.float32(-0.9999611), np.float32(0.9999997), np.float32(-0.99993205), np.float32(0.9999999), np.float32(0.99999976), np.float32(0.9999995), np.float32(0.99995565), np.float32(0.9999993), np.float32(-0.9999998), np.float32(0.99994713), np.float32(-0.9999514), np.float32(-0.99999994), np.float32(-0.9999999), np.float32(-0.9999995), np.float32(-0.9999989), np.float32(0.999945), np.float32(0.9999995), np.float32(0.9999996), np.float32(0.99999994), np.float32(-0.99999964), np.float32(0.99999994), np.float32(-0.9999998), np.float32(0.99993265), np.float32(-0.9999998), np.float32(-0.9999214), np.float32(-0.99999934), np.float32(-0.99996626), np.float32(0.99999994), np.float32(-0.99994737), np.float32(0.9999998), np.float32(-0.99999994), np.float32(0.9999999), np.float32(-0.9999993), np.float32(0.9999997), np.float32(0.9999993), np.float32(0.9999575), np.float32(0.9999998), np.float32(1.0), np.float32(0.9999998), np.float32(-0.9999995), np.float32(-0.9999999), np.float32(-0.99999994), np.float32(0.9999999), np.float32(0.9997762)]",2,Bent
"[np.float32(0.9999164), np.float32(-0.99999994), np.float32(-0.99999994), np.float32(-0.99999994), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999715), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999576), np.float32(-1.0), np.float32(-0.99999994), np.float32(-1.0), np.float32(0.9999518), np.float32(-1.0), np.float32(-0.99997616), np.float32(-1.0), np.float32(1.0), np.float32(0.9999998), np.float32(0.9999784), np.float32(-0.99996006), np.float32(-0.9999999), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999768), np.float32(0.9999999), np.float32(-0.9999712), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99996704), np.float32(0.9999999), np.float32(-0.99999994), np.float32(0.9999679), np.float32(-0.99995595), np.float32(-1.0), np.float32(-1.0), np.float32(-0.9999999), np.float32(-0.99999994), np.float32(0.9999745), np.float32(0.9999999), np.float32(0.99999994), np.float32(1.0), np.float32(-0.9999999), np.float32(1.0), np.float32(-0.99999994), np.float32(0.999963), np.float32(-0.99999994), np.float32(-0.9999471), np.float32(-0.99999994), np.float32(-0.99998194), np.float32(1.0), np.float32(-0.9999752), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-0.99999976), np.float32(1.0), np.float32(0.99999976), np.float32(0.9999771), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999999), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.9998729)]",2,Bent
"[np.float32(0.9997712), np.float32(-0.9999994), np.float32(-0.9999994), np.float32(-0.99999964), np.float32(0.99999934), np.float32(0.9999997), np.float32(0.9999999), np.float32(-0.9999717), np.float32(0.99999815), np.float32(0.9999997), np.float32(-1.0), np.float32(0.99993706), np.float32(-0.99999946), np.float32(-0.99999934), np.float32(-0.99999905), np.float32(0.99992514), np.float32(-0.9999994), np.float32(-0.99994963), np.float32(-0.9999997), np.float32(0.99999976), np.float32(0.999998), np.float32(0.9999635), np.float32(-0.999928), np.float32(-0.9999989), np.float32(0.9999994), np.float32(-0.99999934), np.float32(0.99999976), np.float32(0.9999998), np.float32(-0.999966), np.float32(0.99999917), np.float32(-0.99991876), np.float32(0.99999976), np.float32(0.9999996), np.float32(0.99999887), np.float32(0.999953), np.float32(0.9999987), np.float32(-0.99999964), np.float32(0.99993724), np.float32(-0.99994624), np.float32(-0.9999998), np.float32(-0.99999976), np.float32(-0.99999887), np.float32(-0.9999978), np.float32(0.9999422), np.float32(0.9999992), np.float32(0.9999993), np.float32(0.99999976), np.float32(-0.9999991), np.float32(0.9999999), np.float32(-0.99999964), np.float32(0.9999299), np.float32(-0.9999996), np.float32(-0.9999037), np.float32(-0.9999985), np.float32(-0.9999525), np.float32(0.9999998), np.float32(-0.9999525), np.float32(0.99999964), np.float32(-0.9999998), np.float32(0.9999997), np.float32(-0.9999984), np.float32(0.9999993), np.float32(0.99999845), np.float32(0.9999615), np.float32(0.9999995), np.float32(1.0), np.float32(0.9999996), np.float32(-0.99999887), np.float32(-0.9999998), np.float32(-0.9999998), np.float32(0.99999976), np.float32(0.9996308)]",2,Bent
"[np.float32(0.99989593), np.float32(-0.9999996), np.float32(-0.9999995), np.float32(-0.99999976), np.float32(0.99999976), np.float32(0.99999994), np.float32(0.99999994), np.float32(-0.9999562), np.float32(0.99999976), np.float32(0.99999976), np.float32(-1.0), np.float32(0.9999467), np.float32(-0.9999999), np.float32(-0.9999997), np.float32(-0.9999999), np.float32(0.9999183), np.float32(-0.9999999), np.float32(-0.9999461), np.float32(-0.99999994), np.float32(0.99999976), np.float32(0.9999989), np.float32(0.9999634), np.float32(-0.99994355), np.float32(-0.9999993), np.float32(0.99999994), np.float32(-0.9999999), np.float32(0.9999998), np.float32(0.99999994), np.float32(-0.99995834), np.float32(0.99999946), np.float32(-0.9999493), np.float32(1.0), np.float32(0.99999994), np.float32(0.99999994), np.float32(0.9999443), np.float32(0.99999905), np.float32(-0.9999995), np.float32(0.999959), np.float32(-0.999938), np.float32(-1.0), np.float32(-0.99999994), np.float32(-0.9999991), np.float32(-0.9999993), np.float32(0.99996096), np.float32(0.9999994), np.float32(0.99999946), np.float32(1.0), np.float32(-0.9999995), np.float32(1.0), np.float32(-0.9999997), np.float32(0.9999409), np.float32(-0.99999964), np.float32(-0.99992186), np.float32(-0.99999934), np.float32(-0.99997497), np.float32(0.9999999), np.float32(-0.9999579), np.float32(0.99999994), np.float32(-0.9999999), np.float32(1.0), np.float32(-0.99999875), np.float32(0.99999976), np.float32(0.99999887), np.float32(0.99995315), np.float32(0.9999999), np.float32(1.0), np.float32(0.99999994), np.float32(-0.99999917), np.float32(-0.99999994), np.float32(-0.99999994), np.float32(1.0), np.float32(0.99982536)]",2,Bent
"[np.float32(0.9999761), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.99998796), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999654), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.99997324), np.float32(-1.0), np.float32(-0.9999838), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99998415), np.float32(-0.99996394), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(-0.9999902), np.float32(1.0), np.float32(-0.99997246), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99997807), np.float32(1.0), np.float32(-1.0), np.float32(0.99997985), np.float32(-0.99997264), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(0.9999854), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(0.9999666), np.float32(-1.0), np.float32(-0.9999616), np.float32(-1.0), np.float32(-0.9999781), np.float32(1.0), np.float32(-0.9999872), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(-1.0), np.float32(1.0), np.float32(1.0), np.float32(0.99998784), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(-1.0), np.float32(-1.0), np.float32(-1.0), np.float32(1.0), np.float32(0.9999443)]",2,Bent
